Index	CorrectMemoryResponse	ItemNumber	List	ItemType	Ambiguity	MemoryLoad	Condition	Region_1RT.rt	Region_2RT.rt	Region_3RT.rt	Region_4RT.rt	TotalRT	ComprehensionRT.keys	ReferentChoice	ComprehensionRT.rt	Memory_ComprehensionRT.keys	Memory_ComprehensionRT.corr	Memory_ComprehensionRT.rt	Region_5RT.rt	Region_6RT.rt	Region_7RT.rt	expName	session	participant	WMC
55	space	152	3	Exp	Amb	Low	AmbLow	2.769227028	1.402093887	0.835682869	2.818921089	9.699279784	1	Obj	2.447896004	space	1	0.869035959	0.635782957	0.485605001	0.751966953	List3	1	P203	15
56	p	184	3	Filler	NA	NA	MatchFFLow	1.235745907	0.952335119	0.768950939	0.767078161	6.030200243	1	Obj	1.90170002	q	0	6.068977833	0.668615103	0.618732929	1.018742085	List3	1	P203	15
57	p	168	3	Exp	No	High	NoHigh	0.768728018	0.768895864	0.752583981	1.402326107	5.865012884	1	Obj	4.465846062	q	0	9.185591936	0.502774954	0.567625999	1.102077961	List3	1	P203	15
58	p	160	3	Exp	One	High	OneHigh	2.235371828	0.533612967	0.401979923	0.768700838	5.929637432	2	Sub	4.168006182	space	0	9.819072008	0.56874299	0.518763781	0.902465105	List3	1	P203	15
59	p	210	3	Filler	NA	NA	NeutralFNLow	5.219214916	1.13570118	1.168663025	4.285834074	13.26644826	1	Obj	2.218270063	p	1	7.586317062	0.552521944	0.452012062	0.452501059	List3	1	P203	15
60	space	151	3	Exp	One	Low	OneLow	1.869107008	0.868897915	0.835370064	2.085399866	9.546658039	2	Sub	3.002354145	space	1	1.152201891	0.618876934	0.851890087	2.417116165	List3	1	P203	15
61	p	216	3	Filler	NA	NA	NeutralFN	1.518972874	1.251983166	0.802382946	1.252048016	7.097850085	1	Obj	1.650560856	q	0	4.502183914	1.002055168	0.635185957	0.635221958	List3	1	P203	15
62	q	154	3	Exp	One	High	OneHigh	1.75217104	1.035337925	0.96873498	0.785427094	6.331259251	1	Obj	2.366326809	q	1	6.185687065	0.669067144	0.451890945	0.668630123	List3	1	P203	15
63	q	209	3	Filler	NA	NA	NeutralMN	2.800521851	1.16859889	0.86907506	0.768593788	7.829999925	2	Sub	1.91890502	p	0	4.085479021	0.785463095	0.635676146	0.802071095	List3	1	P203	15
64	q	167	3	Exp	Amb	High	AmbHigh	0.768805981	0.952033043	0.735802889	1.268640041	7.464699985	2	Sub	4.234773874	q	1	10.086339	0.61864996	1.55189395	1.568874121	List3	1	P203	15
65	space	177	3	Filler	NA	NA	MatchMMLow	1.069087029	0.602683067	0.568230867	3.736169815	7.899081945	1	Obj	1.618211031	space	1	1.102010965	0.702187061	0.485394955	0.735329151	List3	1	P203	15
66	space	187	3	Filler	NA	NA	MatchFF	3.169252157	0.851948977	0.735570908	1.285429955	8.115263226	2	Sub	1.950263977	space	1	1.685694933	0.768664122	0.602044106	0.702353001	List3	1	P203	15
67	q	172	3	Exp	One	High	OneHigh	1.585201979	1.135847092	0.668452024	1.05223012	6.915296555	2	Sub	4.119399071	q	1	4.202241182	0.602003098	0.635902166	1.235660076	List3	1	P203	15
68	p	215	3	Filler	NA	NA	NeutralFN	1.135498047	0.852015018	0.452161074	0.902465105	5.182185412	2	Sub	1.534201145	q	0	4.119081974	0.41890502	0.702343941	0.718797207	List3	1	P203	15
69	space	189	3	Filler	NA	NA	MismatchMFLow	1.418596983	0.818562984	0.652329922	2.235631943	7.731441975	2	Sub	1.385267973	space	1	1.085322857	0.685435057	0.718801022	1.202084064	List3	1	P203	15
70	space	158	3	Exp	Amb	Low	AmbLow	2.219079018	1.052335024	0.51870513	1.501938105	8.081827404	2	Sub	11.44789386	space	1	0.985411882	0.719266176	0.668552876	1.401951075	List3	1	P203	15
71	p	202	3	Filler	NA	NA	MismatchFM	3.019413948	1.419019938	0.369053841	1.302056074	9.499604704	1	Obj	2.301575899	q	0	5.402354002	0.619224072	0.418732882	2.352103949	List3	1	P203	15
72	space	199	3	Filler	NA	NA	MismatchFM	1.85204196	0.835335016	0.651896954	1.001943827	6.881349565	2	Sub	1.535380125	space	1	1.302004099	1.018841982	0.702293873	0.818995953	List3	1	P203	15
1	q	196	3	Filler	NA	NA	MismatchFMLow	1.452197075	0.452017069	0.585382938	1.902056932	6.047925949	2	Obj	2.218906164	p	0	2.952105999	0.601959944	0.46883297	0.585479021	List3	1	P282	5
2	p	179	3	Filler	NA	NA	MatchMM	0.818793058	0.518769026	0.41909194	1.335422993	4.963164091	2	Obj	2.668827057	q	0	4.218858957	0.551976919	0.502002954	0.817107201	List3	1	P282	5
3	p	155	3	Exp	Amb	High	AmbHigh	0.585438967	0.618638039	0.468513012	0.452167034	4.012817145	2	Obj	4.185387135	p	1	2.335422993	0.502254963	0.566972971	0.818832159	List3	1	P282	5
4	p	197	3	Filler	NA	NA	MismatchFMLow	1.185465097	0.68552804	0.768751144	1.035403967	5.081210375	1	Sub	1.985525131	p	1	4.002254009	0.502058983	0.468666077	0.435337067	List3	1	P282	5
5	q	161	3	Exp	Amb	High	AmbHigh	1.018854856	0.602370977	0.43563199	0.402093887	4.015711782	1	Sub	5.502264023	q	1	6.602705002	0.43533206	0.469125032	0.65230298	List3	1	P282	5
6	p	198	3	Filler	NA	NA	MismatchFMLow	1.002066135	1.202320099	0.452045918	0.518798113	5.765368462	2	Obj	2.084872007	p	1	3.702110052	0.419034004	0.468732119	1.702372074	List3	1	P282	5
7	space	165	3	Exp	No	Low	NoLow	0.202368975	1.218883038	0.53548789	0.468685865	7.031588793	2	Obj	2.282680035	space	1	1.335306883	1.002022028	0.485430002	3.118710995	List3	1	P282	5
8	q	192	3	Filler	NA	NA	MismatchMF	0.58552599	0.535314083	0.418597937	1.085526943	3.948294164	2	Obj	1.90221405	p	0	4.752285957	0.502202988	0.418811083	0.40231514	List3	1	P282	5
9	space	147	3	Exp	No	Low	NoLow	0.885480881	0.568557024	0.535348892	1.002041101	5.514358759	1	Sub	2.552229881	space	1	0.768958092	0.435184002	0.36875391	1.718992949	List3	1	P282	5
10	p	186	3	Filler	NA	NA	MatchFF	0.518776894	0.45043993	1.452093124	0.985718966	5.180521965	2	Obj	1.685272217	q	0	4.102226973	0.752569914	0.568634033	0.452289104	List3	1	P282	5
11	p	149	3	Exp	Amb	High	AmbHigh	0.868676901	0.652228117	0.518773794	0.752079964	5.214368105	2	Obj	4.68544817	q	0	6.018880129	0.752068043	0.585316181	1.085225105	List3	1	P282	5
12	q	190	3	Filler	NA	NA	MismatchMFLow	2.168843031	0.568689823	0.485433102	1.268752098	6.148259163	2	Obj	2.767527103	p	0	3.785291195	0.618809938	0.468870163	0.568861008	List3	1	P282	5
13	p	148	3	Exp	One	High	OneHigh	0.600362062	0.552192926	0.66902113	0.668715954	4.161965131	1	Sub	2.201241016	q	0	5.102247	0.552211046	0.483857155	0.635604858	List3	1	P282	5
14	space	183	3	Filler	NA	NA	MatchFFLow	1.785553932	0.535703897	0.43551302	0.368700981	4.915011644	2	Obj	2.035408974	space	1	1.018841982	0.635406017	0.485405922	0.668727875	List3	1	P282	5
15	q	174	3	Exp	No	High	NoHigh	1.652136803	0.735531092	1.085719824	0.71926403	6.198783874	2	Obj	1.935727119	p	0	4.852507114	0.50209403	0.452125072	1.051913023	List3	1	P282	5
16	space	200	3	Filler	NA	NA	MismatchFM	1.052464962	0.502050877	0.435461044	0.652107954	4.297259809	2	Obj	2.068979025	space	1	1.002205133	0.68571806	0.452321053	0.517135859	List3	1	P282	5
17	space	207	3	Filler	NA	NA	NeutralMN	0.602252007	0.502005816	0.418738842	1.016934872	4.64604664	1	Sub	1.61751914	space	1	1.035525799	0.635452986	0.568732023	0.901930094	List3	1	P282	5
18	space	157	3	Exp	One	Low	OneLow	0.168686152	0.866975069	0.535444021	0.468743086	3.546390296	1	Sub	2.269046068	space	1	2.152514935	0.485470057	0.419025898	0.602046013	List3	1	P282	5
19	space	188	3	Filler	NA	NA	MatchFF	0.685802937	0.702032089	0.902401924	0.652655125	6.132590295	2	Obj	1.852504015	space	1	0.918833017	1.352113962	0.718782187	1.118802071	List3	1	P282	5
20	q	150	3	Exp	No	High	NoHigh	0.417147875	0.535424948	0.768941879	0.502671957	3.814182997	2	Obj	4.569101095	q	1	2.91880703	0.435453176	0.452263117	0.702280045	List3	1	P282	5
21	space	175	3	Filler	NA	NA	MatchMMLow	0.652234793	0.768646002	0.885259867	1.718785048	5.514762879	1	Sub	1.550925016	space	1	0.78533411	0.568732023	0.485620975	0.435484171	List3	1	P282	5
22	space	146	3	Exp	Amb	Low	AmbLow	0.385441065	0.502111912	0.635971785	0.552083969	3.33248067	1	Sub	2.152065992	space	1	1.602199078	0.435369015	0.435550928	0.385951996	List3	1	P282	5
23	space	206	3	Filler	NA	NA	NeutralMN	0.418856144	0.51886797	0.468736172	0.802074909	4.29853654	2	Obj	2.319179058	space	1	0.935570002	0.468915224	0.502120972	1.118965149	List3	1	P282	5
24	space	171	3	Exp	No	Low	NoLow	0.851999998	0.468747854	0.452239037	0.420011997	3.982227564	2	Obj	2.418919086	space	1	0.952247143	0.401837826	0.385368824	1.002022028	List3	1	P282	5
25	space	201	3	Filler	NA	NA	MismatchFM	0.752320051	0.586019039	0.552180052	0.468806982	3.38227129	1	Sub	2.517477036	space	1	0.85197711	0.46875	0.502323151	0.051872015	List3	1	P282	5
26	space	164	3	Exp	Amb	Low	AmbLow	0.551968813	0.485370874	0.485224962	0.585440874	5.213908672	1	Sub	1.585119009	space	1	0.968883038	0.551887989	0.61867404	1.93534112	List3	1	P282	5
27	q	185	3	Filler	NA	NA	MatchFF	0.418495178	0.485566139	0.451933146	0.469063997	3.163081407	1	Sub	1.852040052	q	1	4.285517216	0.435563087	0.435467005	0.466992855	List3	1	P282	5
28	p	162	3	Exp	No	High	NoHigh	0.035813093	2.068830013	0.485248804	0.418452024	4.165036915	2	Obj	6.235033989	q	0	5.483969212	0.368771791	0.352307081	0.435614109	List3	1	P282	5
29	space	211	3	Filler	NA	NA	NeutralFNLow	0.652096033	0.51889801	0.472592115	0.868745089	4.268852234	1	Sub	1.91887784	space	1	0.818795919	0.685676098	0.518661022	0.552183867	List3	1	P282	5
30	space	159	3	Exp	No	Low	NoLow	0.76890707	0.585089922	0.468961	0.535387993	4.798335791	1	Sub	1.885329962	space	1	1.352077007	0.802319765	0.502016068	1.135653973	List3	1	P282	5
31	space	194	3	Filler	NA	NA	MismatchMF	0.485353947	0.468693972	0.385625839	0.402283907	5.264967919	2	Obj	2.300685883	space	1	0.88579607	1.535391092	0.935328007	1.052291155	List3	1	P282	5
32	space	163	3	Exp	One	Low	OneLow	0.619513988	0.551640034	1.068660975	0.501998901	6.198405981	2	Obj	2.501681089	space	1	0.801967859	0.502336025	0.468631029	2.485625029	List3	1	P282	5
33	q	203	3	Filler	NA	NA	NeutralMN	0.069002151	0.951987982	0.550309181	0.635648012	4.14708042	1	Sub	2.802019119	q	1	13.8190968	0.66874814	0.685773134	0.58561182	List3	1	P282	5
34	space	170	3	Exp	Amb	Low	AmbLow	2.085779905	0.719074011	0.735422134	0.86866188	7.748629092	2	Obj	3.135511875	space	1	0.885758877	0.868811131	1.368700027	1.102180004	List3	1	P282	5
35	space	212	3	Filler	NA	NA	NeutralFNLow	0.668902874	0.568997145	0.652210951	0.768623114	10.8323772	2	Obj	1.600906134	space	1	0.618877888	3.602189064	2.702581882	1.868872166	List3	1	P282	5
36	space	169	3	Exp	One	Low	OneLow	3.819175005	0.602180958	0.552428961	0.936062098	7.616086245	1	Sub	2.135556936	space	1	0.8520751	0.535430193	0.702039957	0.468769073	List3	1	P282	5
37	q	204	3	Filler	NA	NA	NeutralMN	1.100857973	0.501750946	0.635412931	0.952002048	4.879868029	1	Obj	2.317482948	q	1	9.269150972	0.802174091	0.485512972	0.402157068	List3	1	P282	5
38	p	173	3	Exp	Amb	High	AmbHigh	1.269026041	0.535420179	0.535485029	0.602063894	11.49872589	2	Sub	2.768782854	q	0	6.802495956	0.602205992	0.652027845	7.30249691	List3	1	P282	5
39	q	180	3	Filler	NA	NA	MatchMM	0.801561832	0.668876886	0.519165993	0.552281857	4.596317768	2	Sub	4.8526299	p	0	29.86951709	0.56875205	0.518721104	0.966958046	List3	1	P282	5
40	space	145	3	Exp	One	Low	OneLow	2.935550213	0.585601091	1.052370071	1.018963099	8.53218174	1	Obj	2.818567038	space	1	3.618705988	0.668647051	1.002203226	1.268846989	List3	1	P282	5
41	space	205	3	Filler	NA	NA	NeutralMN	0.533631086	0.485581875	0.385674	0.4021101	3.463754893	2	Sub	2.066479921	space	1	0.652279854	0.435444832	0.452393055	0.768919945	List3	1	P282	5
42	q	166	3	Exp	One	High	OneHigh	4.185391903	0.56870985	0.535363913	1.369050026	8.512909889	2	Sub	2.318593979	p	0	3.302518845	0.700404882	0.485618114	0.668371201	List3	1	P282	5
43	q	178	3	Filler	NA	NA	MatchMM	0.085580111	0.868952036	0.502032042	0.368712902	3.214442016	2	Sub	1.718596935	p	0	1.969006062	0.618685961	0.385257006	0.385221958	List3	1	P282	5
44	p	156	3	Exp	No	High	NoHigh	1.117137909	0.552142859	0.452342033	0.385863066	4.330988885	1	Obj	2.217826128	q	0	5.252279997	0.419131041	0.402090073	1.002281904	List3	1	P282	5
45	space	193	3	Filler	NA	NA	MismatchMF	2.252163887	1.069042921	0.935600042	1.202069998	7.731710911	2	Sub	2.218723059	space	1	2.017136097	0.951873064	0.585381985	0.735579014	List3	1	P282	5
46	space	181	3	Filler	NA	NA	MatchMM	0.485505104	0.452548027	0.435449123	0.402098894	3.265675783	1	Obj	2.233659029	space	1	0.702442169	0.452392817	0.518823862	0.518857956	List3	1	P282	5
47	space	182	3	Filler	NA	NA	MatchFFLow	0.418906927	0.468709946	0.435453892	0.401971102	2.981230974	2	Sub	1.598476171	space	1	0.785866022	0.435363054	0.402034044	0.418792009	List3	1	P282	5
48	p	208	3	Filler	NA	NA	NeutralMN	0.351747036	0.568796873	0.402182817	0.385467052	4.73133397	1	Obj	1.50075388	q	0	3.235464811	0.402153969	0.402187109	2.218799114	List3	1	P282	5
49	space	213	3	Filler	NA	NA	NeutralFN	0.718955994	0.585484028	0.452128887	0.485728979	3.765503884	2	Sub	1.402067184	space	1	0.918568134	0.452075005	0.502287865	0.568843126	List3	1	P282	5
50	q	191	3	Filler	NA	NA	MismatchMFLow	2.935706854	0.619031906	0.502343893	0.535479069	7.198920727	2	Sub	3.950397968	q	1	4.202481031	0.635637999	0.418678045	1.552042961	List3	1	P282	5
51	space	195	3	Filler	NA	NA	MismatchMF	1.285572052	0.618855953	0.485449076	0.552235126	5.015209198	2	Sub	2.268548012	space	1	1.068847179	0.75226903	0.5020051	0.818822861	List3	1	P282	5
52	q	214	3	Filler	NA	NA	NeutralFN	1.18550396	0.501921177	0.402091026	0.435372829	3.815069198	1	Obj	1.417352915	space	0	2.585647821	0.469078064	0.385565042	0.4355371	List3	1	P282	5
53	space	153	3	Exp	No	Low	NoLow	3.018752813	0.602049112	0.485532045	0.618916035	9.198518991	2	Sub	2.016374826	space	1	0.86877799	0.635694027	0.668745995	3.168828964	List3	1	P282	5
54	space	176	3	Filler	NA	NA	MatchMMLow	1.202250004	0.535349131	0.485337019	0.435600042	4.248671056	3	None	5.250521898	space	1	1.202037096	0.519107819	0.485560179	0.585466862	List3	1	P282	5
55	space	152	3	Exp	Amb	Low	AmbLow	0.718615055	0.735516787	0.552198887	0.568701982	4.415199757	2	Sub	3.667098045	space	1	1.23537302	0.485584021	0.668805122	0.685777903	List3	1	P282	5
56	p	184	3	Filler	NA	NA	MatchFFLow	0.968710899	0.433677912	0.401878119	0.568677902	3.946050645	1	Obj	2.084313869	p	1	2.652060986	0.535531998	0.535584927	0.501988888	List3	1	P282	5
57	p	168	3	Exp	No	High	NoHigh	5.73558712	0.552371025	0.752487183	0.968980074	10.11367655	2	Sub	3.919078827	p	1	2.752212048	0.751940012	0.685397148	0.666913986	List3	1	P282	5
58	p	160	3	Exp	One	High	OneHigh	0.519189119	0.552434921	0.785449982	0.485552073	5.548994064	2	Sub	3.768643856	q	0	2.335740805	0.452110052	0.585496902	2.168761015	List3	1	P282	5
59	p	210	3	Filler	NA	NA	NeutralFNLow	2.152095079	0.66865778	0.768731117	1.10242486	6.665248394	1	Obj	2.368835926	q	0	4.452316999	0.685603857	0.585630894	0.702104807	List3	1	P282	5
60	space	151	3	Exp	One	Low	OneLow	1.30208087	0.435451984	0.335284948	0.335706949	9.715620995	1	Obj	2.766106844	space	1	0.701996088	0.352530003	0.35225606	6.602310181	List3	1	P282	5
61	p	216	3	Filler	NA	NA	NeutralFN	0.818714857	0.635639906	0.485491037	1.552201033	5.998658658	1	Obj	2.183801889	p	1	2.302280903	0.61896801	0.51876092	1.368882895	List3	1	P282	5
62	q	154	3	Exp	One	High	OneHigh	0.802225113	0.633654833	0.435455084	0.50219512	4.679987193	1	Obj	3.016458988	q	1	7.602407217	0.468914986	0.402072906	1.435469151	List3	1	P282	5
63	q	209	3	Filler	NA	NA	NeutralMN	0.635565996	0.452112913	0.435487986	0.385461092	3.129921913	2	Sub	1.952188969	p	0	5.802329063	0.385573864	0.368751049	0.466969013	List3	1	P282	5
64	q	167	3	Exp	Amb	High	AmbHigh	2.035545111	0.402213097	0.418738842	0.385517836	4.56490183	2	Sub	2.732716084	space	0	7.135608196	0.452011824	0.385311127	0.485563993	List3	1	P282	5
65	space	177	3	Filler	NA	NA	MatchMMLow	0.934994936	0.535387039	0.368654966	0.368602991	5.76253867	1	Obj	2.135304928	space	1	0.802022934	0.667006969	1.118960857	1.768930912	List3	1	P282	5
66	space	187	3	Filler	NA	NA	MatchFF	0.652095079	0.418810129	0.335666895	0.318857908	3.248419761	2	Sub	2.033771992	space	1	0.852218866	0.402194977	0.335344791	0.785449982	List3	1	P282	5
67	q	172	3	Exp	One	High	OneHigh	0.169229031	0.852364063	0.352171898	0.285463095	2.647809983	2	Sub	1.852222919	p	0	4.268655062	0.319062948	0.319082022	0.350436926	List3	1	P282	5
68	p	215	3	Filler	NA	NA	NeutralFN	0.735507965	0.435374022	0.368741035	0.302057028	4.231448174	2	Sub	4.617357016	p	1	8.935754061	0.368695021	1.168970108	0.852102995	List3	1	P282	5
69	space	189	3	Filler	NA	NA	MismatchMFLow	0.768796921	0.485600948	0.352199078	0.368807077	3.348473072	2	Sub	1.968777895	space	1	0.952142	0.419118881	0.468686104	0.485264063	List3	1	P282	5
70	space	158	3	Exp	Amb	Low	AmbLow	0.668965101	0.535606146	0.451905012	0.402204037	5.698480367	1	Obj	3.148977995	space	1	0.80203104	0.418666124	0.452202797	2.76893115	List3	1	P282	5
71	p	202	3	Filler	NA	NA	MismatchFM	3.202367067	0.752439022	0.552068949	0.502248049	6.88198328	1	Obj	2.635586977	p	1	5.935996056	0.7021842	0.501941919	0.668734074	List3	1	P282	5
72	space	199	3	Filler	NA	NA	MismatchFM	0.652047873	0.568675041	1.318511009	0.552294016	5.36303687	2	Sub	2.035430193	space	1	0.735516071	0.752023935	0.969038963	0.550446033	List3	1	P282	5
1	q	196	3	Filler	NA	NA	MismatchFMLow	1.718891144	0.568655968	0.485304117	0.58543396	5.781495333	2	Obj	2.618682146	q	1	3.817051172	0.735591888	0.602353096	1.08526516	List3	1	P343	25
2	p	179	3	Filler	NA	NA	MatchMM	1.285623074	0.551892996	0.435525894	0.519068003	4.531728984	2	Obj	2.518455982	p	1	8.985795021	0.435547829	0.518846035	0.785225153	List3	1	P343	25
3	p	155	3	Exp	Amb	High	AmbHigh	1.035553932	0.40200305	0.401988983	0.468724012	4.414525032	1	Sub	8.11879015	q	0	15.85286403	0.385288954	0.36856699	1.352399111	List3	1	P343	25
4	p	197	3	Filler	NA	NA	MismatchFMLow	2.969112158	0.435199976	0.435373068	0.31862998	5.247866154	1	Sub	4.85187006	p	1	6.60213089	0.385264158	0.318972826	0.385313988	List3	1	P343	25
5	q	161	3	Exp	Amb	High	AmbHigh	2.501816988	0.602264881	0.352425098	0.301944971	5.147935152	1	Sub	4.152026892	q	1	21.31935906	0.369125128	0.285020113	0.735337973	List3	1	P343	25
6	p	198	3	Filler	NA	NA	MismatchFMLow	1.80230999	0.302274942	0.268970966	0.268664837	5.631798506	2	Obj	2.968439102	q	0	17.68631101	0.285404921	0.352197886	2.351974964	List3	1	P343	25
7	space	165	3	Exp	No	Low	NoLow	1.685374022	0.802215099	0.585680008	0.585602045	7.38249588	3	None	6.73278904	space	1	1.968775034	0.518834829	0.48561883	2.719171047	List3	1	P343	25
8	q	192	3	Filler	NA	NA	MismatchMF	1.002259016	0.368596077	0.301968813	0.635216951	3.612368106	2	Obj	4.718820095	q	1	6.333932161	0.435271025	0.367003202	0.502053022	List3	1	P343	25
9	space	147	3	Exp	No	Low	NoLow	0.952036858	0.452163935	0.352348089	0.402008772	6.19814086	3	None	1.983721018	space	1	0.852343082	0.418810129	0.418650866	3.202122211	List3	1	P343	25
10	p	186	3	Filler	NA	NA	MatchFF	1.618889093	0.935482025	0.368999958	0.468665123	5.865215301	2	Obj	2.552395105	p	1	11.96903396	0.668704987	0.435678959	1.368795156	List3	1	P343	25
11	p	149	3	Exp	Amb	High	AmbHigh	3.869131088	0.335469007	0.367027998	0.38536787	6.080069541	2	Obj	5.402456999	q	0	3.402363062	0.418815851	0.385487795	0.318769932	List3	1	P343	25
12	q	190	3	Filler	NA	NA	MismatchMFLow	1.635715961	0.918688059	0.402062893	1.08553791	5.71605873	2	Obj	2.467982054	q	1	4.652340889	0.668858051	0.503167868	0.502027988	List3	1	P343	25
13	p	148	3	Exp	One	High	OneHigh	2.902218103	0.502224922	0.402168036	0.585388899	6.114894867	1	Sub	2.868213177	q	0	14.80257988	0.418756962	0.435393095	0.86874485	List3	1	P343	25
14	space	183	3	Filler	NA	NA	MatchFFLow	1.23566103	0.418943882	0.302031994	0.285492182	3.713368178	2	Obj	2.252403975	space	1	0.835196018	0.500252962	0.385623932	0.585362196	List3	1	P343	25
15	q	174	3	Exp	No	High	NoHigh	0.951961994	0.502213001	0.502034187	0.485344887	4.179371118	3	None	1.402325869	q	1	9.535621166	0.4521842	0.651957035	0.633675814	List3	1	P343	25
16	space	200	3	Filler	NA	NA	MismatchFM	0.885396004	0.485399961	0.418954134	0.735610008	4.498518228	2	Obj	2.117690086	space	1	0.935097933	0.485321045	0.435418129	1.052418947	List3	1	P343	25
17	space	207	3	Filler	NA	NA	NeutralMN	1.685374022	0.552008867	0.618741989	0.685456991	4.947910071	1	Sub	1.767664909	space	1	0.568996906	0.501947165	0.385452986	0.518928051	List3	1	P343	25
18	space	157	3	Exp	One	Low	OneLow	0.685491085	0.402216911	0.401956081	0.368999958	3.329580783	1	Sub	2.085325956	space	1	1.285615921	0.402028799	0.401916981	0.666970968	List3	1	P343	25
19	space	188	3	Filler	NA	NA	MatchFF	0.8688519	0.402164936	0.352143049	0.335278034	3.447597741	2	Obj	1.33494997	space	1	1.152077913	0.38530302	0.385183811	0.718672991	List3	1	P343	25
20	q	150	3	Exp	No	High	NoHigh	1.085518122	0.535359859	0.418760061	0.518655062	4.831094742	3	None	4.619020939	q	1	10.85275412	0.651939869	0.518656969	1.1022048	List3	1	P343	25
21	space	175	3	Filler	NA	NA	MatchMMLow	0.818806887	0.402099133	0.302360058	0.668596983	3.748071195	1	Sub	1.401115894	space	1	0.902050972	0.402006865	0.585506201	0.568695068	List3	1	P343	25
22	space	146	3	Exp	Amb	Low	AmbLow	0.768704176	0.435348034	0.385512114	0.402057886	3.897959471	1	Sub	4.052230835	space	1	0.885282993	0.38541913	0.368915081	1.15200305	List3	1	P343	25
23	space	206	3	Filler	NA	NA	NeutralMN	0.818907022	0.451996803	0.435461044	0.535475969	4.664950846	2	Obj	1.718654156	space	1	1.001997948	0.435337067	0.435557842	1.552215099	List3	1	P343	25
24	space	171	3	Exp	No	Low	NoLow	0.652103901	0.519086123	0.402316809	0.451972008	4.632237674	3	None	3.052232981	space	1	1.08545804	0.469114065	0.452115774	1.685528994	List3	1	P343	25
25	space	201	3	Filler	NA	NA	MismatchFM	0.552279234	0.402086973	0.435371161	0.585615873	3.781048297	1	Sub	1.632622004	space	1	0.76867795	0.468632936	0.468487024	0.868575096	List3	1	P343	25
26	space	164	3	Exp	Amb	Low	AmbLow	0.90176487	0.4020648	0.335321188	0.318881989	3.813977242	2	Obj	6.935429096	space	1	1.035357952	0.435308218	0.318641186	1.101994991	List3	1	P343	25
27	q	185	3	Filler	NA	NA	MatchFF	0.752378941	0.385375023	0.418856859	1.101981878	5.53183055	1	Sub	2.452199936	q	1	8.785716057	1.018559933	0.652205944	1.202471972	List3	1	P343	25
28	p	162	3	Exp	No	High	NoHigh	2.283874989	0.50191617	0.451841116	0.518560886	7.112487316	3	None	1.452046156	p	1	2.151863813	0.53553915	0.535495043	2.285259962	List3	1	P343	25
29	space	211	3	Filler	NA	NA	NeutralFNLow	1.051884174	0.50225091	0.452459097	0.490763187	4.036891459	1	Sub	2.619076014	space	1	0.968928099	0.43542099	0.468687057	0.635426044	List3	1	P343	25
30	space	159	3	Exp	No	Low	NoLow	0.802170038	0.402154922	0.383521795	0.41873908	3.612496851	3	None	1.618183851	space	1	1.218836069	0.351985931	0.451925039	0.802000046	List3	1	P343	25
31	space	194	3	Filler	NA	NA	MismatchMF	0.585711002	0.368715048	0.335497856	0.585427999	3.2484169	2	Obj	1.767819166	space	1	1.600372076	0.385473013	0.435421944	0.552170038	List3	1	P343	25
32	space	163	3	Exp	One	Low	OneLow	0.518645048	0.318516016	0.351923943	0.351907969	3.797427177	2	Obj	1.718393087	space	1	0.835450888	0.41894412	0.468671083	1.368818998	List3	1	P343	25
33	q	203	3	Filler	NA	NA	NeutralMN	1.118835211	0.368556023	0.452030897	0.468542099	6.081023932	1	Sub	1.468920946	q	1	8.719229221	0.402256966	0.518615961	2.752186775	List3	1	P343	25
34	space	170	3	Exp	Amb	Low	AmbLow	0.835376024	0.402054071	0.352159977	0.418725967	4.164783	2	Obj	4.433735847	space	1	0.968899965	0.402083874	0.402009964	1.352373123	List3	1	P343	25
35	space	212	3	Filler	NA	NA	NeutralFNLow	1.068704128	0.416836023	0.335319042	0.418478012	3.862242459	2	Obj	1.767241001	space	1	1.018619061	0.368754148	0.385158062	0.868993044	List3	1	P343	25
36	space	169	3	Exp	One	Low	OneLow	0.652168036	0.41879797	0.352263927	0.468560934	3.847759009	1	Sub	1.352435827	space	1	1.135726213	0.368721962	0.485239029	1.102007151	List3	1	P343	25
37	q	204	3	Filler	NA	NA	NeutralMN	1.285604954	0.502443075	0.36659503	0.318724155	4.446173191	1	Obj	1.517610073	q	1	9.352485895	0.61874795	0.435297966	0.918760061	List3	1	P343	25
38	p	173	3	Exp	Amb	High	AmbHigh	0.852010012	0.552087069	0.485267162	0.70202589	5.130875111	2	Sub	7.802575827	q	0	8.252395868	0.668736935	1.051885128	0.818862915	List3	1	P343	25
39	q	180	3	Filler	NA	NA	MatchMM	1.418963909	0.55211401	0.452364922	0.735508919	4.598551512	2	Sub	1.184983969	q	1	4.652352095	0.418844938	0.385478973	0.635275841	List3	1	P343	25
40	space	145	3	Exp	One	Low	OneLow	0.985743046	0.335497856	0.318693876	0.30230999	4.465810776	1	Obj	2.235624075	space	1	0.769129038	0.35237813	0.352146864	1.819041014	List3	1	P343	25
41	space	205	3	Filler	NA	NA	NeutralMN	0.668691874	0.318623781	0.385262012	0.451925993	4.08093667	2	Sub	1.566219091	space	1	0.885638952	0.452218056	0.468717813	1.335497141	List3	1	P343	25
42	q	166	3	Exp	One	High	OneHigh	1.385684013	0.71894908	0.835574865	0.600334883	6.41338396	2	Sub	4.002194881	q	1	8.886134863	1.218760967	0.852159023	0.801921129	List3	1	P343	25
